"Label","Albemarle County, Virginia!!Total!!Estimate","Albemarle County, Virginia!!Total!!Margin of Error","Albemarle County, Virginia!!With a disability!!Estimate","Albemarle County, Virginia!!With a disability!!Margin of Error","Albemarle County, Virginia!!Percent with a disability!!Estimate","Albemarle County, Virginia!!Percent with a disability!!Margin of Error","Arlington County, Virginia!!Total!!Estimate","Arlington County, Virginia!!Total!!Margin of Error","Arlington County, Virginia!!With a disability!!Estimate","Arlington County, Virginia!!With a disability!!Margin of Error","Arlington County, Virginia!!Percent with a disability!!Estimate","Arlington County, Virginia!!Percent with a disability!!Margin of Error","Augusta County, Virginia!!Total!!Estimate","Augusta County, Virginia!!Total!!Margin of Error","Augusta County, Virginia!!With a disability!!Estimate","Augusta County, Virginia!!With a disability!!Margin of Error","Augusta County, Virginia!!Percent with a disability!!Estimate","Augusta County, Virginia!!Percent with a disability!!Margin of Error","Bedford County, Virginia!!Total!!Estimate","Bedford County, Virginia!!Total!!Margin of Error","Bedford County, Virginia!!With a disability!!Estimate","Bedford County, Virginia!!With a disability!!Margin of Error","Bedford County, Virginia!!Percent with a disability!!Estimate","Bedford County, Virginia!!Percent with a disability!!Margin of Error","Chesterfield County, Virginia!!Total!!Estimate","Chesterfield County, Virginia!!Total!!Margin of Error","Chesterfield County, Virginia!!With a disability!!Estimate","Chesterfield County, Virginia!!With a disability!!Margin of Error","Chesterfield County, Virginia!!Percent with a disability!!Estimate","Chesterfield County, Virginia!!Percent with a disability!!Margin of Error","Fairfax County, Virginia!!Total!!Estimate","Fairfax County, Virginia!!Total!!Margin of Error","Fairfax County, Virginia!!With a disability!!Estimate","Fairfax County, Virginia!!With a disability!!Margin of Error","Fairfax County, Virginia!!Percent with a disability!!Estimate","Fairfax County, Virginia!!Percent with a disability!!Margin of Error","Fauquier County, Virginia!!Total!!Estimate","Fauquier County, Virginia!!Total!!Margin of Error","Fauquier County, Virginia!!With a disability!!Estimate","Fauquier County, Virginia!!With a disability!!Margin of Error","Fauquier County, Virginia!!Percent with a disability!!Estimate","Fauquier County, Virginia!!Percent with a disability!!Margin of Error","Frederick County, Virginia!!Total!!Estimate","Frederick County, Virginia!!Total!!Margin of Error","Frederick County, Virginia!!With a disability!!Estimate","Frederick County, Virginia!!With a disability!!Margin of Error","Frederick County, Virginia!!Percent with a disability!!Estimate","Frederick County, Virginia!!Percent with a disability!!Margin of Error","Hanover County, Virginia!!Total!!Estimate","Hanover County, Virginia!!Total!!Margin of Error","Hanover County, Virginia!!With a disability!!Estimate","Hanover County, Virginia!!With a disability!!Margin of Error","Hanover County, Virginia!!Percent with a disability!!Estimate","Hanover County, Virginia!!Percent with a disability!!Margin of Error","Henrico County, Virginia!!Total!!Estimate","Henrico County, Virginia!!Total!!Margin of Error","Henrico County, Virginia!!With a disability!!Estimate","Henrico County, Virginia!!With a disability!!Margin of Error","Henrico County, Virginia!!Percent with a disability!!Estimate","Henrico County, Virginia!!Percent with a disability!!Margin of Error","James City County, Virginia!!Total!!Estimate","James City County, Virginia!!Total!!Margin of Error","James City County, Virginia!!With a disability!!Estimate","James City County, Virginia!!With a disability!!Margin of Error","James City County, Virginia!!Percent with a disability!!Estimate","James City County, Virginia!!Percent with a disability!!Margin of Error","Loudoun County, Virginia!!Total!!Estimate","Loudoun County, Virginia!!Total!!Margin of Error","Loudoun County, Virginia!!With a disability!!Estimate","Loudoun County, Virginia!!With a disability!!Margin of Error","Loudoun County, Virginia!!Percent with a disability!!Estimate","Loudoun County, Virginia!!Percent with a disability!!Margin of Error","Montgomery County, Virginia!!Total!!Estimate","Montgomery County, Virginia!!Total!!Margin of Error","Montgomery County, Virginia!!With a disability!!Estimate","Montgomery County, Virginia!!With a disability!!Margin of Error","Montgomery County, Virginia!!Percent with a disability!!Estimate","Montgomery County, Virginia!!Percent with a disability!!Margin of Error","Prince William County, Virginia!!Total!!Estimate","Prince William County, Virginia!!Total!!Margin of Error","Prince William County, Virginia!!With a disability!!Estimate","Prince William County, Virginia!!With a disability!!Margin of Error","Prince William County, Virginia!!Percent with a disability!!Estimate","Prince William County, Virginia!!Percent with a disability!!Margin of Error","Roanoke County, Virginia!!Total!!Estimate","Roanoke County, Virginia!!Total!!Margin of Error","Roanoke County, Virginia!!With a disability!!Estimate","Roanoke County, Virginia!!With a disability!!Margin of Error","Roanoke County, Virginia!!Percent with a disability!!Estimate","Roanoke County, Virginia!!Percent with a disability!!Margin of Error","Rockingham County, Virginia!!Total!!Estimate","Rockingham County, Virginia!!Total!!Margin of Error","Rockingham County, Virginia!!With a disability!!Estimate","Rockingham County, Virginia!!With a disability!!Margin of Error","Rockingham County, Virginia!!Percent with a disability!!Estimate","Rockingham County, Virginia!!Percent with a disability!!Margin of Error","Spotsylvania County, Virginia!!Total!!Estimate","Spotsylvania County, Virginia!!Total!!Margin of Error","Spotsylvania County, Virginia!!With a disability!!Estimate","Spotsylvania County, Virginia!!With a disability!!Margin of Error","Spotsylvania County, Virginia!!Percent with a disability!!Estimate","Spotsylvania County, Virginia!!Percent with a disability!!Margin of Error","Stafford County, Virginia!!Total!!Estimate","Stafford County, Virginia!!Total!!Margin of Error","Stafford County, Virginia!!With a disability!!Estimate","Stafford County, Virginia!!With a disability!!Margin of Error","Stafford County, Virginia!!Percent with a disability!!Estimate","Stafford County, Virginia!!Percent with a disability!!Margin of Error","York County, Virginia!!Total!!Estimate","York County, Virginia!!Total!!Margin of Error","York County, Virginia!!With a disability!!Estimate","York County, Virginia!!With a disability!!Margin of Error","York County, Virginia!!Percent with a disability!!Estimate","York County, Virginia!!Percent with a disability!!Margin of Error","Alexandria city, Virginia!!Total!!Estimate","Alexandria city, Virginia!!Total!!Margin of Error","Alexandria city, Virginia!!With a disability!!Estimate","Alexandria city, Virginia!!With a disability!!Margin of Error","Alexandria city, Virginia!!Percent with a disability!!Estimate","Alexandria city, Virginia!!Percent with a disability!!Margin of Error","Chesapeake city, Virginia!!Total!!Estimate","Chesapeake city, Virginia!!Total!!Margin of Error","Chesapeake city, Virginia!!With a disability!!Estimate","Chesapeake city, Virginia!!With a disability!!Margin of Error","Chesapeake city, Virginia!!Percent with a disability!!Estimate","Chesapeake city, Virginia!!Percent with a disability!!Margin of Error","Hampton city, Virginia!!Total!!Estimate","Hampton city, Virginia!!Total!!Margin of Error","Hampton city, Virginia!!With a disability!!Estimate","Hampton city, Virginia!!With a disability!!Margin of Error","Hampton city, Virginia!!Percent with a disability!!Estimate","Hampton city, Virginia!!Percent with a disability!!Margin of Error","Lynchburg city, Virginia!!Total!!Estimate","Lynchburg city, Virginia!!Total!!Margin of Error","Lynchburg city, Virginia!!With a disability!!Estimate","Lynchburg city, Virginia!!With a disability!!Margin of Error","Lynchburg city, Virginia!!Percent with a disability!!Estimate","Lynchburg city, Virginia!!Percent with a disability!!Margin of Error","Newport News city, Virginia!!Total!!Estimate","Newport News city, Virginia!!Total!!Margin of Error","Newport News city, Virginia!!With a disability!!Estimate","Newport News city, Virginia!!With a disability!!Margin of Error","Newport News city, Virginia!!Percent with a disability!!Estimate","Newport News city, Virginia!!Percent with a disability!!Margin of Error","Norfolk city, Virginia!!Total!!Estimate","Norfolk city, Virginia!!Total!!Margin of Error","Norfolk city, Virginia!!With a disability!!Estimate","Norfolk city, Virginia!!With a disability!!Margin of Error","Norfolk city, Virginia!!Percent with a disability!!Estimate","Norfolk city, Virginia!!Percent with a disability!!Margin of Error","Portsmouth city, Virginia!!Total!!Estimate","Portsmouth city, Virginia!!Total!!Margin of Error","Portsmouth city, Virginia!!With a disability!!Estimate","Portsmouth city, Virginia!!With a disability!!Margin of Error","Portsmouth city, Virginia!!Percent with a disability!!Estimate","Portsmouth city, Virginia!!Percent with a disability!!Margin of Error","Richmond city, Virginia!!Total!!Estimate","Richmond city, Virginia!!Total!!Margin of Error","Richmond city, Virginia!!With a disability!!Estimate","Richmond city, Virginia!!With a disability!!Margin of Error","Richmond city, Virginia!!Percent with a disability!!Estimate","Richmond city, Virginia!!Percent with a disability!!Margin of Error","Roanoke city, Virginia!!Total!!Estimate","Roanoke city, Virginia!!Total!!Margin of Error","Roanoke city, Virginia!!With a disability!!Estimate","Roanoke city, Virginia!!With a disability!!Margin of Error","Roanoke city, Virginia!!Percent with a disability!!Estimate","Roanoke city, Virginia!!Percent with a disability!!Margin of Error","Suffolk city, Virginia!!Total!!Estimate","Suffolk city, Virginia!!Total!!Margin of Error","Suffolk city, Virginia!!With a disability!!Estimate","Suffolk city, Virginia!!With a disability!!Margin of Error","Suffolk city, Virginia!!Percent with a disability!!Estimate","Suffolk city, Virginia!!Percent with a disability!!Margin of Error","Virginia Beach city, Virginia!!Total!!Estimate","Virginia Beach city, Virginia!!Total!!Margin of Error","Virginia Beach city, Virginia!!With a disability!!Estimate","Virginia Beach city, Virginia!!With a disability!!Margin of Error","Virginia Beach city, Virginia!!Percent with a disability!!Estimate","Virginia Beach city, Virginia!!Percent with a disability!!Margin of Error","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!With a disability!!Estimate","United States!!With a disability!!Margin of Error","United States!!Percent with a disability!!Estimate","United States!!Percent with a disability!!Margin of Error"
"                Population 35 to 64 years","38,941","±947","498","±320","1.3%","±0.8","90,213","±1,248","1,906","±971","2.1%","±1.1","28,587","±1,455","1,150","±501","4.0%","±1.7","31,363","±904","1,123","±585","3.6%","±1.8","140,422","±1,044","3,632","±1,107","2.6%","±0.8","463,493","±1,749","6,890","±1,385","1.5%","±0.3","28,867","±877","277","±166","1.0%","±0.6","35,359","±797","1,263","±634","3.6%","±1.8","44,574","±1,044","1,477","±735","3.3%","±1.6","128,730","±1,399","3,329","±1,212","2.6%","±0.9","27,668","±1,177","998","±508","3.6%","±1.8","178,498","±772","2,650","±831","1.5%","±0.5","30,145","±825","591","±450","2.0%","±1.5","188,456","±947","2,364","±857","1.3%","±0.5","35,696","±895","564","±322","1.6%","±0.9","31,269","±696","734","±399","2.3%","±1.3","54,514","±1,101","705","±375","1.3%","±0.7","61,684","±1,329","1,177","±439","1.9%","±0.7","26,505","±1,504","768","±328","2.9%","±1.3","66,952","±1,720","691","±394","1.0%","±0.6","94,461","±1,831","2,888","±1,142","3.1%","±1.2","46,430","±986","1,125","±426","2.4%","±0.9","21,631","±874","790","±440","3.7%","±2.0","59,179","±1,247","2,368","±941","4.0%","±1.6","74,194","±1,264","3,019","±921","4.1%","±1.3","32,795","±1,434","467","±241","1.4%","±0.7","80,229","±1,022","1,246","±700","1.6%","±0.9","37,350","±1,122","1,184","±844","3.2%","±2.3","35,368","±1,135","638","±299","1.8%","±0.9","164,614","±1,750","5,105","±1,212","3.1%","±0.7","123,482,786","±47,507","3,237,632","±35,535","2.6%","±0.1"
"            Population 65 years and over","20,865","±700","2,407","±732","11.5%","±3.6","25,504","±909","2,590","±741","10.2%","±2.9","16,627","±551","2,430","±697","14.6%","±4.2","17,052","±669","1,753","±597","10.3%","±3.5","53,859","±617","6,692","±1,471","12.4%","±2.7","159,143","±668","16,823","±2,045","10.6%","±1.3","11,905","±429","1,658","±569","13.9%","±4.7","15,849","±334","2,441","±811","15.4%","±5.1","19,457","±443","3,113","±971","16.0%","±5.1","52,688","±991","7,857","±1,518","14.9%","±2.9","19,829","±639","3,049","±1,077","15.4%","±5.5","39,752","±293","3,885","±752","9.8%","±1.9","12,559","±361","1,280","±628","10.2%","±5.0","48,300","±382","4,452","±1,078","9.2%","±2.2","20,221","±685","1,977","±730","9.8%","±3.6","15,811","±480","3,318","±878","21.0%","±5.4","19,707","±513","2,357","±705","12.0%","±3.5","16,204","±494","2,292","±627","14.1%","±3.9","10,944","±588","1,366","±474","12.5%","±4.2","18,106","±861","1,878","±586","10.4%","±3.3","32,449","±699","3,735","±995","11.5%","±3.0","21,167","±332","3,126","±799","14.8%","±3.7","10,963","±277","1,365","±538","12.5%","±4.9","23,799","±581","3,795","±831","15.9%","±3.4","27,568","±697","3,092","±772","11.2%","±2.7","13,946","±439","1,382","±477","9.9%","±3.3","31,028","±830","2,856","±788","9.2%","±2.5","15,758","±543","1,156","±406","7.3%","±2.7","13,586","±251","1,509","±450","11.1%","±3.3","65,405","±502","9,366","±1,472","14.3%","±2.2","52,782,417","±26,301","7,226,523","±35,464","13.7%","±0.1"
"                Population 65 to 74 years","12,267","±739","216","±162","1.8%","±1.3","15,609","±932","978","±447","6.3%","±2.9","9,495","±514","1,089","±395","11.5%","±4.2","9,975","±389","639","±326","6.4%","±3.3","34,682","±611","2,277","±771","6.6%","±2.2","95,850","±399","4,572","±876","4.8%","±0.9","7,373","±424","639","±432","8.7%","±5.9","9,229","±270","754","±480","8.2%","±5.3","11,422","±473","1,010","±528","8.8%","±4.6","30,985","±950","2,143","±921","6.9%","±2.9","11,379","±538","1,840","±939","16.2%","±8.4","24,449","±452","862","±401","3.5%","±1.6","7,275","±199","491","±379","6.7%","±5.1","31,168","±795","1,762","±695","5.7%","±2.2","12,077","±450","1,192","±580","9.9%","±4.8","8,761","±297","1,015","±446","11.6%","±5.0","12,160","±533","968","±446","8.0%","±3.7","10,341","±632","900","±368","8.7%","±3.5","6,364","±615","429","±313","6.7%","±4.9","11,459","±879","953","±411","8.3%","±3.6","20,383","±602","1,894","±722","9.3%","±3.5","12,313","±333","1,392","±469","11.3%","±3.8","6,303","±487","510","±375","8.1%","±5.9","14,282","±501","935","±534","6.5%","±3.7","16,958","±578","1,238","±439","7.3%","±2.6","8,171","±283","618","±297","7.6%","±3.6","18,908","±496","528","±401","2.8%","±2.1","10,012","±729","561","±322","5.6%","±3.2","8,338","±247","684","±333","8.2%","±4.0","38,896","±852","2,836","±820","7.3%","±2.1","31,216,223","±24,889","2,681,672","±22,286","8.6%","±0.1"
"                Population 75 years and over","8,598","±403","2,191","±732","25.5%","±8.5","9,895","±813","1,612","±599","16.3%","±6.2","7,132","±309","1,341","±550","18.8%","±7.8","7,077","±541","1,114","±469","15.7%","±6.3","19,177","±533","4,415","±1,196","23.0%","±6.2","63,293","±519","12,251","±1,882","19.4%","±3.0","4,532","±371","1,019","±410","22.5%","±9.0","6,620","±328","1,687","±665","25.5%","±9.7","8,035","±472","2,103","±840","26.2%","±10.8","21,703","±882","5,714","±1,232","26.3%","±5.6","8,450","±464","1,209","±581","14.3%","±6.6","15,303","±486","3,023","±662","19.8%","±4.2","5,284","±340","789","±490","14.9%","±9.4","17,132","±777","2,690","±722","15.7%","±4.2","8,144","±453","785","±399","9.6%","±4.9","7,050","±303","2,303","±753","32.7%","±10.5","7,547","±572","1,389","±533","18.4%","±7.1","5,863","±579","1,392","±473","23.7%","±7.5","4,580","±395","937","±418","20.5%","±9.0","6,647","±806","925","±393","13.9%","±5.7","12,066","±467","1,841","±594","15.3%","±5.1","8,854","±242","1,734","±612","19.6%","±6.8","4,660","±534","855","±416","18.3%","±8.9","9,517","±295","2,860","±703","30.1%","±7.4","10,610","±370","1,854","±629","17.5%","±5.8","5,775","±239","764","±369","13.2%","±6.3","12,120","±670","2,328","±741","19.2%","±6.1","5,746","±742","595","±280","10.4%","±4.9","5,248","±251","825","±309","15.7%","±5.8","26,509","±940","6,530","±1,200","24.6%","±4.4","21,566,194","±17,007","4,544,851","±35,135","21.1%","±0.2"
"        With a vision difficulty","(X)","(X)","1,285","±600","1.2%","±0.6","(X)","(X)","1,309","±584","0.6%","±0.3","(X)","(X)","1,431","±601","2.0%","±0.8","(X)","(X)","2,314","±695","2.9%","±0.9","(X)","(X)","9,705","±2,051","2.8%","±0.6","(X)","(X)","12,766","±2,255","1.1%","±0.2","(X)","(X)","1,104","±504","1.6%","±0.7","(X)","(X)","2,513","±1,116","2.9%","±1.3","(X)","(X)","3,200","±994","3.0%","±0.9","(X)","(X)","8,064","±2,284","2.5%","±0.7","(X)","(X)","1,381","±718","1.8%","±1.0","(X)","(X)","3,513","±997","0.9%","±0.2","(X)","(X)","1,326","±574","1.4%","±0.6","(X)","(X)","7,320","±1,356","1.6%","±0.3","(X)","(X)","1,959","±717","2.1%","±0.8","(X)","(X)","2,005","±813","2.5%","±1.0","(X)","(X)","2,190","±781","1.6%","±0.6","(X)","(X)","1,921","±579","1.3%","±0.4","(X)","(X)","572","±368","0.9%","±0.6","(X)","(X)","1,843","±729","1.2%","±0.5","(X)","(X)","5,460","±1,641","2.3%","±0.7","(X)","(X)","4,176","±1,141","3.3%","±0.9","(X)","(X)","1,579","±662","2.0%","±0.8","(X)","(X)","4,320","±1,377","2.6%","±0.8","(X)","(X)","6,720","±1,348","3.2%","±0.6","(X)","(X)","1,795","±765","2.0%","±0.9","(X)","(X)","8,155","±1,820","3.6%","±0.8","(X)","(X)","1,420","±559","1.4%","±0.6","(X)","(X)","1,426","±546","1.6%","±0.6","(X)","(X)","10,735","±2,188","2.5%","±0.5","(X)","(X)","7,467,040","±58,337","2.3%","±0.1"
"            Population under 18 years","21,451","±110","0","±208","0.0%","±0.8","42,974","±186","134","±179","0.3%","±0.4","12,704","±617","49","±84","0.4%","±0.7","15,968","±248","0","±208","0.0%","±1.1","82,760","±481","408","±296","0.5%","±0.4","266,844","±380","998","±762","0.4%","±0.3","16,451","±4","185","±184","1.1%","±1.1","20,224","±100","159","±255","0.8%","±1.3","23,304","±64","46","±87","0.2%","±0.4","74,084","±210","582","±644","0.8%","±0.9","15,028","±308","99","±162","0.7%","±1.1","115,160","±234","377","±287","0.3%","±0.2","14,064","±445","140","±204","1.0%","±1.5","126,213","±270","612","±632","0.5%","±0.5","18,511","±13","0","±208","0.0%","±1.0","17,827","±5","0","±208","0.0%","±1.0","33,892","±75","82","±107","0.2%","±0.3","39,726","±150","110","±146","0.3%","±0.4","16,050","±3","0","±208","0.0%","±1.1","28,658","±67","160","±234","0.6%","±0.8","59,108","±385","598","±410","1.0%","±0.7","28,246","±465","621","±446","2.2%","±1.6","15,804","±739","263","±322","1.7%","±2.0","41,604","±349","584","±521","1.4%","±1.3","46,806","±202","407","±459","0.9%","±1.0","21,234","±279","75","±120","0.4%","±0.6","39,169","±332","399","±372","1.0%","±1.0","21,684","±618","0","±208","0.0%","±0.8","22,039","±121","117","±140","0.5%","±0.6","98,997","±145","648","±359","0.7%","±0.4","72,835,047","±33,175","547,083","±17,074","0.8%","±0.1"
"                Population under 5 years","5,555","±591","0","±208","0.0%","±3.2","13,714","±96","0","±208","0.0%","±1.3","3,000","±299","0","±208","0.0%","±5.8","3,476","±394","0","±208","0.0%","±5.0","21,305","±333","0","±208","0.0%","±0.8","71,835","±319","0","±208","0.0%","±0.2","3,993","±426","0","±208","0.0%","±4.4","4,812","±486","0","±208","0.0%","±3.7","5,060","±344","46","±87","0.9%","±1.7","19,080","±968","0","±208","0.0%","±0.9","3,619","±894","0","±208","0.0%","±4.8","28,235","±128","42","±72","0.1%","±0.3","4,105","±441","140","±204","3.4%","±4.9","34,113","±258","0","±208","0.0%","±0.5","4,508","±499","0","±208","0.0%","±3.9","4,446","±320","0","±208","0.0%","±4.0","8,331","±98","0","±208","0.0%","±2.1","9,907","±356","0","±208","0.0%","±1.8","4,231","±618","0","±208","0.0%","±4.2","11,012","±4","0","±208","0.0%","±1.6","15,477","±790","0","±208","0.0%","±1.2","7,956","±620","191","±230","2.4%","±2.9","5,278","±280","0","±208","0.0%","±3.3","13,384","±340","338","±352","2.5%","±2.6","15,354","±251","265","±401","1.7%","±2.6","6,544","±269","0","±208","0.0%","±2.7","13,385","±301","0","±208","0.0%","±1.3","6,312","±716","0","±208","0.0%","±2.8","6,074","±163","0","±208","0.0%","±2.9","27,905","±171","0","±208","0.0%","±0.6","19,401,454","±22,231","75,769","±5,791","0.4%","±0.1"
"                Population 5 to 17 years","15,896","±591","0","±208","0.0%","±1.1","29,260","±122","134","±179","0.5%","±0.6","9,704","±376","49","±84","0.5%","±0.9","12,492","±358","0","±208","0.0%","±1.4","61,455","±413","408","±296","0.7%","±0.5","195,009","±454","998","±762","0.5%","±0.4","12,458","±427","185","±184","1.5%","±1.5","15,412","±489","159","±255","1.0%","±1.7","18,244","±347","0","±208","0.0%","±1.0","55,004","±969","582","±644","1.1%","±1.2","11,409","±937","99","±162","0.9%","±1.4","86,925","±258","335","±258","0.4%","±0.3","9,959","±316","0","±208","0.0%","±1.8","92,100","±355","612","±632","0.7%","±0.7","14,003","±499","0","±208","0.0%","±1.3","13,381","±321","0","±208","0.0%","±1.3","25,561","±97","82","±107","0.3%","±0.4","29,819","±401","110","±146","0.4%","±0.5","11,819","±617","0","±208","0.0%","±1.5","17,646","±67","160","±234","0.9%","±1.3","43,631","±887","598","±410","1.4%","±0.9","20,290","±601","430","±377","2.1%","±1.9","10,526","±564","263","±322","2.5%","±3.0","28,220","±394","246","±383","0.9%","±1.4","31,452","±193","142","±176","0.5%","±0.6","14,690","±440","75","±120","0.5%","±0.8","25,784","±128","399","±372","1.5%","±1.4","15,372","±473","0","±208","0.0%","±1.2","15,965","±180","117","±140","0.7%","±0.9","71,092","±192","648","±359","0.9%","±0.5","53,433,593","±32,613","471,314","±15,522","0.9%","±0.1"
"            Population 18 to 64 years","65,482","±1,223","336","±335","0.5%","±0.5","163,174","±1,605","584","±407","0.4%","±0.2","41,016","±1,732","120","±145","0.3%","±0.4","45,638","±803","1,406","±511","3.1%","±1.1","212,968","±1,088","5,370","±1,530","2.5%","±0.7","705,992","±2,451","5,748","±1,509","0.8%","±0.2","42,437","±462","552","±321","1.3%","±0.8","52,086","±560","1,503","±739","2.9%","±1.4","64,743","±401","1,794","±712","2.8%","±1.1","201,347","±1,318","3,178","±1,042","1.6%","±0.5","39,859","±1,198","584","±523","1.5%","±1.3","256,742","±1,025","1,541","±628","0.6%","±0.2","71,197","±705","669","±353","0.9%","±0.5","287,692","±1,316","4,219","±940","1.5%","±0.3","53,615","±946","1,185","±567","2.2%","±1.1","47,874","±472","801","±400","1.7%","±0.8","81,378","±934","1,122","±476","1.4%","±0.6","91,296","±1,588","902","±415","1.0%","±0.5","37,232","±1,420","387","±322","1.0%","±0.9","108,534","±1,525","1,276","±618","1.2%","±0.6","141,353","±2,184","3,944","±1,438","2.8%","±1.0","77,762","±1,735","2,005","±727","2.6%","±0.9","53,899","±1,068","840","±470","1.6%","±0.9","103,497","±2,182","2,439","±1,139","2.4%","±1.1","138,392","±2,959","4,219","±1,069","3.0%","±0.8","53,149","±2,077","917","±544","1.7%","±1.0","158,025","±1,092","5,426","±1,735","3.4%","±1.1","60,695","±752","1,042","±491","1.7%","±0.8","54,035","±898","632","±329","1.2%","±0.6","259,394","±3,340","5,598","±1,463","2.2%","±0.6","197,503,214","±33,702","3,755,672","±36,041","1.9%","±0.1"
"                Population 18 to 34 years","26,541","±927","142","±237","0.5%","±0.9","72,961","±1,079","122","±124","0.2%","±0.2","12,429","±637","0","±208","0.0%","±1.4","14,275","±414","215","±248","1.5%","±1.7","72,546","±955","1,456","±704","2.0%","±1.0","242,499","±1,419","2,072","±902","0.9%","±0.4","13,570","±859","137","±212","1.0%","±1.6","16,727","±904","83","±141","0.5%","±0.8","20,169","±964","739","±445","3.7%","±2.1","72,617","±1,198","130","±162","0.2%","±0.2","12,191","±895","207","±382","1.7%","±3.1","78,244","±454","189","±165","0.2%","±0.2","41,052","±921","616","±359","1.5%","±0.9","99,236","±1,166","1,523","±581","1.5%","±0.6","17,919","±883","744","±562","4.2%","±3.2","16,605","±450","352","±281","2.1%","±1.7","26,864","±915","833","±465","3.1%","±1.8","29,612","±1,402","140","±177","0.5%","±0.6","10,727","±1,504","137","±223","1.3%","±2.0","41,582","±979","565","±426","1.4%","±1.0","46,892","±1,996","354","±519","0.8%","±1.1","31,332","±1,497","719","±423","2.3%","±1.3","32,268","±1,071","119","±148","0.4%","±0.5","44,318","±2,228","583","±423","1.3%","±0.9","64,198","±2,494","944","±544","1.5%","±0.8","20,354","±1,302","292","±294","1.4%","±1.4","77,796","±804","2,312","±1,457","3.0%","±1.9","23,345","±1,201","17","±25","0.1%","±0.1","18,667","±1,115","72","±88","0.4%","±0.5","94,780","±3,131","1,514","±957","1.6%","±1.0","74,020,428","±40,229","905,570","±17,977","1.2%","±0.1"
"                Population 35 to 64 years","38,941","±947","194","±235","0.5%","±0.6","90,213","±1,248","462","±412","0.5%","±0.5","28,587","±1,455","120","±145","0.4%","±0.5","31,363","±904","1,191","±461","3.8%","±1.4","140,422","±1,044","3,914","±1,409","2.8%","±1.0","463,493","±1,749","3,676","±1,120","0.8%","±0.2","28,867","±877","415","±252","1.4%","±0.9","35,359","±797","1,420","±719","4.0%","±2.0","44,574","±1,044","1,055","±645","2.4%","±1.4","128,730","±1,399","3,048","±1,029","2.4%","±0.8","27,668","±1,177","377","±275","1.4%","±1.0","178,498","±772","1,352","±627","0.8%","±0.4","30,145","±825","53","±91","0.2%","±0.3","188,456","±947","2,696","±789","1.4%","±0.4","35,696","±895","441","±328","1.2%","±0.9","31,269","±696","449","±278","1.4%","±0.9","54,514","±1,101","289","±197","0.5%","±0.4","61,684","±1,329","762","±375","1.2%","±0.6","26,505","±1,504","250","±236","0.9%","±0.9","66,952","±1,720","711","±466","1.1%","±0.7","94,461","±1,831","3,590","±1,303","3.8%","±1.4","46,430","±986","1,286","±535","2.8%","±1.1","21,631","±874","721","±450","3.3%","±2.0","59,179","±1,247","1,856","±952","3.1%","±1.6","74,194","±1,264","3,275","±990","4.4%","±1.3","32,795","±1,434","625","±476","1.9%","±1.4","80,229","±1,022","3,114","±1,070","3.9%","±1.3","37,350","±1,122","1,025","±492","2.7%","±1.3","35,368","±1,135","560","±320","1.6%","±0.9","164,614","±1,750","4,084","±1,152","2.5%","±0.7","123,482,786","±47,507","2,850,102","±31,917","2.3%","±0.1"
"            Population 65 years and over","20,865","±700","949","±512","4.5%","±2.5","25,504","±909","591","±320","2.3%","±1.2","16,627","±551","1,262","±564","7.6%","±3.3","17,052","±669","908","±571","5.3%","±3.4","53,859","±617","3,927","±1,268","7.3%","±2.3","159,143","±668","6,020","±1,277","3.8%","±0.8","11,905","±429","367","±283","3.1%","±2.4","15,849","±334","851","±620","5.4%","±3.9","19,457","±443","1,360","±667","7.0%","±3.4","52,688","±991","4,304","±1,737","8.2%","±3.3","19,829","±639","698","±470","3.5%","±2.3","39,752","±293","1,595","±647","4.0%","±1.6","12,559","±361","517","±319","4.1%","±2.6","48,300","±382","2,489","±855","5.2%","±1.8","20,221","±685","774","±412","3.8%","±2.0","15,811","±480","1,204","±692","7.6%","±4.4","19,707","±513","986","±522","5.0%","±2.6","16,204","±494","909","±376","5.6%","±2.3","10,944","±588","185","±164","1.7%","±1.5","18,106","±861","407","±250","2.2%","±1.4","32,449","±699","918","±397","2.8%","±1.2","21,167","±332","1,550","±676","7.3%","±3.2","10,963","±277","476","±235","4.3%","±2.1","23,799","±581","1,297","±604","5.4%","±2.5","27,568","±697","2,094","±730","7.6%","±2.6","13,946","±439","803","±425","5.8%","±3.0","31,028","±830","2,330","±881","7.5%","±2.9","15,758","±543","378","±267","2.4%","±1.7","13,586","±251","677","±337","5.0%","±2.5","65,405","±502","4,489","±1,249","6.9%","±1.9","52,782,417","±26,301","3,164,285","±37,162","6.0%","±0.1"
